id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
94,经纬城市绿洲华清家园,武清,156,12773元/平米,3室2厅1厨2卫,低楼层 (共33层),122.14㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2023-06-10,商品房,2014-02-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
95,京港国际城,滨海新区,44,3520元/平米,3室2厅1厨2卫,高楼层 (共18层),125.01㎡,平层,暂无数据,塔楼,南 北,混合结构,精装,一梯四户,集中供暖,有,2023-03-06,商品房,2018-03-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
96,宜兰里,红桥,85,12735元/平米,2室1厅1厨1卫,中楼层 (共6层),66.75㎡,平层,暂无数据,板楼,东北,混合结构,简装,一梯四户,集中供暖,无,2022-05-20,商品房,2014-09-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
97,诚基经贸中心,和平,260,42443元/平米,1室1厅1厨1卫,中楼层 (共50层),61.26㎡,平层,暂无数据,塔楼,西,钢混结构,简装,八梯三十六户,集中供暖,有,2023-06-05,商品房,2009-07-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
98,金隅悦城品香苑,东丽,126,16875元/平米,2室2厅1厨1卫,低楼层 (共15层),74.67㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2023-02-19,商品房,2017-04-17,普通住宅,满五年,非共有,"
                                有抵押 28万元
                              ",已上传房本照片
99,联发第五街,开发区,179,14740元/平米,3室2厅1厨2卫,中楼层 (共18层),121.44㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯三户,集中供暖,有,2022-10-19,商品房,2018-04-02,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
100,中交天郡,蓟州,98,11097元/平米,3室1厅1厨1卫,低楼层 (共9层),88.32㎡,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯两户,暂无数据,暂无数据,2023-06-04,商品房,2023-06-08,普通住宅,未满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片
101,贝肯山莫缇园,开发区,368,20596元/平米,3室2厅1厨2卫,高楼层 (共22层),178.68㎡,平层,暂无数据,板楼,北 南,钢混结构,精装,两梯四户,集中供暖,有,2022-09-13,商品房,2016-05-17,普通住宅,满五年,非共有,"
                                有抵押 269万元 农行 业主自还
                              ",已上传房本照片
102,商苑公寓,红桥,168,21536元/平米,2室1厅1厨1卫,低楼层 (共6层),78.01㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-05-23,商品房,2020-02-23,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
103,泰达时代,开发区,225,18961元/平米,3室2厅1厨2卫,高楼层 (共12层),118.67㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2023-03-23,商品房,2007-07-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
104,宝龙南苑,滨海新区,127,14178元/平米,3室2厅1厨1卫,中楼层 (共11层),89.58㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2023-06-03,商品房,2019-01-09,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片
105,风屏公寓,红桥,221,20850元/平米,3室1厅1厨1卫,低楼层 (共6层),106㎡,平层,暂无数据,塔楼,南 北,混合结构,其他,一梯两户,集中供暖,无,2023-06-01,商品房,2006-12-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
106,三和温泉花园天时园,河北,198,19299元/平米,3室1厅1厨1卫,中楼层 (共6层),102.6㎡,平层,暂无数据,板楼,南 北 西,混合结构,精装,一梯两户,集中供暖,无,2023-06-15,商品房,1999-12-19,普通住宅,满五年,非共有,"
                                有抵押 120万元 建行每月还4250的利息以企业抵押银行 金融公司垫资
                              ",已上传房本照片
107,泰丰家园,开发区,185,12746元/平米,3室2厅1厨2卫,中楼层 (共7层),145.15㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,自供暖,有,2021-12-08,商品房,2016-05-27,普通住宅,满五年,共有,"
                                有抵押 90万元 业主自还
                              ",已上传房本照片
108,风采南里,红桥,149,20561元/平米,3室1厅1厨1卫,中楼层 (共6层),72.47㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2023-05-07,商品房,2010-03-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
109,谊厚公寓,河西,199,29818元/平米,2室1厅1厨1卫,高楼层 (共6层),66.74㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯三户,集中供暖,无,2023-06-15,私产,2003-07-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
110,融科瀚棠丰合园,开发区,1347,50075元/平米,4室2厅1厨4卫,中楼层 (共4层),269㎡,暂无数据,南 北,混合结构,毛坯,暂无数据,集中供暖,null,null,null,2021-04-30,商品房,2016-12-06,别墅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
111,万通华府B区,开发区,635,27040元/平米,4室2厅1厨3卫,中楼层 (共30层),234.84㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,三梯两户,集中供暖,有,2023-06-10,商品房,2013-04-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
112,朗月轩,开发区,131,14597元/平米,2室1厅1厨1卫,低楼层 (共32层),89.75㎡,平层,89.75㎡,塔楼,东北,钢混结构,其他,三梯八户,集中供暖,有,2023-06-12,商品房,2012-02-21,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
113,嘉誉新城,塘沽,109,12185元/平米,2室1厅1厨1卫,高楼层 (共30层),89.46㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2023-06-02,商品房,2017-10-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
114,红波里,河西,182,47857元/平米,1室1厅1厨1卫,低楼层 (共7层),38.03㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,集中供暖,无,2023-06-13,房改房,2021-04-06,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
115,宝龙南苑,滨海新区,110,13415元/平米,2室1厅1厨1卫,中楼层 (共11层),82㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,集中供暖,有,2023-06-16,商品房,2019-01-30,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
116,保利罗兰公馆,西青,275,19652元/平米,4室2厅1厨2卫,中楼层 (共5层),139.94㎡,跃层,114.21㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-05,商品房,2017-10-30,普通住宅,满五年,非共有,"
                                有抵押 174万元 中国银行 业主自还
                              ",已上传房本照片
117,贻欣园,开发区,290,19084元/平米,3室2厅1厨2卫,高楼层 (共10层),151.96㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2023-04-19,商品房,2016-11-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
118,富力湾天阔园,西青,165,18609元/平米,2室1厅1厨1卫,中楼层 (共26层),88.67㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-06-13,商品房,2011-11-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
119,龙第世家花园,宝坻,55,8123元/平米,2室1厅1厨1卫,低楼层 (共9层),67.71㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯四户,集中供暖,有,2020-12-19,商品房,2007-11-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
120,恒大绿洲馨园,东丽,275,8704元/平米,4室2厅1厨4卫,低楼层 (共22层),315.98㎡,平层,261.2㎡,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2023-05-31,商品房,2021-06-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
121,兰江新苑,河西,148,27742元/平米,1室1厅1厨1卫,中楼层 (共26层),53.35㎡,平层,36.81㎡,塔楼,南 西北,钢混结构,毛坯,三梯八户,集中供暖,有,2023-06-14,商品房,2021-04-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
122,天津海航城,宁河,71,5174元/平米,3室2厅1厨2卫,高楼层 (共7层),137.24㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,自供暖,有,2023-02-27,商品房,2019-08-19,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
123,融创东岸名郡,北辰,106,11102元/平米,3室2厅1厨1卫,低楼层 (共8层),95.48㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-05-27,商品房,2018-10-30,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
124,泰达时代,开发区,275,21106元/平米,3室2厅1厨2卫,中楼层 (共12层),130.3㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2023-06-17,商品房,2013-01-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
125,灵秀丽苑,宝坻,44,5950元/平米,2室1厅1厨1卫,高楼层 (共22层),73.96㎡,平层,暂无数据,塔楼,西 北,钢混结构,简装,两梯五户,集中供暖,有,2023-06-13,商品房,2022-07-05,普通住宅,未满两年,非共有,"
                                有抵押 26万元
                              ",已上传房本照片
126,桃园别墅,北辰,142,8364元/平米,4室2厅1厨3卫,低楼层 (共3层),169.79㎡,暂无数据,南 北,混合结构,精装,联排,集中供暖,null,null,null,2022-11-18,商品房,2009-09-12,别墅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
127,首创暖山,津南,110,13258元/平米,2室1厅1厨1卫,高楼层 (共28层),82.97㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-06-16,商品房,2018-04-10,普通住宅,满五年,非共有,"
                                有抵押 3万元 建设银行 业主自还
                              ",已上传房本照片
128,融科瀚棠泰怡园,开发区,240,26233元/平米,2室2厅1厨1卫,中楼层 (共10层),91.49㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-08,商品房,2017-03-10,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
129,路劲太阳城皓林园,河东,280,23548元/平米,3室2厅1厨2卫,高楼层 (共30层),118.91㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-02-10,商品房,2018-10-31,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
